Entity,Code,Year,"Deaths that are from all causes attributed to air pollution in both sexes aged all ages"
Palestine,PSE,2012,1607.3433
Palestine,PSE,2013,1619.3661
Palestine,PSE,2014,1718.3201
Panama,PAN,1990,750.49615
Panama,PAN,1991,738.57886
Panama,PAN,1992,756.39343
Panama,PAN,1993,781.7304
Panama,PAN,1994,766.9436
Panama,PAN,1995,781.9902
Panama,PAN,1996,773.9829
Panama,PAN,1997,813.6548
Panama,PAN,1998,809.954
Panama,PAN,1999,797.35364
Panama,PAN,2000,759.567
Panama,PAN,2001,775.7419
Panama,PAN,2002,795.89545
Panama,PAN,2003,831.3353
Panama,PAN,2004,832.1211
Panama,PAN,2005,848.24225
Panama,PAN,2006,855.7978
Panama,PAN,2007,837.9082
Panama,PAN,2008,844.03296
Panama,PAN,2009,850.4862
Panama,PAN,2010,859.65247
Panama,PAN,2011,877.7693
Panama,PAN,2012,906.8067
Panama,PAN,2013,929.93256
Panama,PAN,2014,937.46924
Papua New Guinea,PNG,1990,6433.4526
Papua New Guinea,PNG,1991,6579.25
Papua New Guinea,PNG,1992,6719.961
Papua New Guinea,PNG,1993,6811.834
Papua New Guinea,PNG,1994,6897.581
Papua New Guinea,PNG,1995,7016.861
Papua New Guinea,PNG,1996,7156.878
Papua New Guinea,PNG,1997,7316.009
Papua New Guinea,PNG,1998,7610.613
Papua New Guinea,PNG,1999,7830.2695
Papua New Guinea,PNG,2000,8029.76
Papua New Guinea,PNG,2001,8237.653
Papua New Guinea,PNG,2002,8494.151
Papua New Guinea,PNG,2003,8748.718
Papua New Guinea,PNG,2004,9068.717
Papua New Guinea,PNG,2005,9449.133
Papua New Guinea,PNG,2006,9739.976
Papua New Guinea,PNG,2007,9987.539
Papua New Guinea,PNG,2008,10167.49
Papua New Guinea,PNG,2009,10307.268
Papua New Guinea,PNG,2010,10578.912
Papua New Guinea,PNG,2011,10770.945
Papua New Guinea,PNG,2012,10957.583
Papua New Guinea,PNG,2013,11091.744
Papua New Guinea,PNG,2014,11243.445
Paraguay,PRY,1990,2109.1252
Paraguay,PRY,1991,2032.4974
Paraguay,PRY,1992,2153.3674
Paraguay,PRY,1993,2223.8535
Paraguay,PRY,1994,2269.5854
Paraguay,PRY,1995,2334.72
Paraguay,PRY,1996,2394.6345
Paraguay,PRY,1997,2309.6592
Paraguay,PRY,1998,2319.8992
Paraguay,PRY,1999,2342.7727
Paraguay,PRY,2000,2329.432
Paraguay,PRY,2001,2276.4734
Paraguay,PRY,2002,2276.22
Paraguay,PRY,2003,2341.5737
Paraguay,PRY,2004,2449.2114
Paraguay,PRY,2005,2458.2673
Paraguay,PRY,2006,2495.3706
Paraguay,PRY,2007,2451.622
Paraguay,PRY,2008,2452.6653
Paraguay,PRY,2009,2534.8677
Paraguay,PRY,2010,2552.4932
Paraguay,PRY,2011,2473.615
Paraguay,PRY,2012,2388.5112
Paraguay,PRY,2013,2364.7117
Paraguay,PRY,2014,2235.3367
Peru,PER,1990,15697.824
Peru,PER,1991,14231.897
Peru,PER,1992,14317.389
Peru,PER,1993,13739.786
Peru,PER,1994,13170.31
Peru,PER,1995,12895.501
Peru,PER,1996,12005.736
Peru,PER,1997,11657.575
Peru,PER,1998,11401.317
Peru,PER,1999,10655.33
Peru,PER,2000,10711.772
Peru,PER,2001,10324.63
Peru,PER,2002,10318.816
Peru,PER,2003,10534.884
Peru,PER,2004,10345.439
Peru,PER,2005,10319.06
Peru,PER,2006,10158.185
Peru,PER,2007,9924.53
Peru,PER,2008,10154.848
Peru,PER,2009,11473.253
Peru,PER,2010,11955.854
Peru,PER,2011,11996.462
Peru,PER,2012,11975.8545
Peru,PER,2013,11887.077
Peru,PER,2014,11505.233
Philippines,PHL,1990,43170.098
Philippines,PHL,1991,41915.617
Philippines,PHL,1992,42038.582
Philippines,PHL,1993,42408.984
Philippines,PHL,1994,42789.78
Philippines,PHL,1995,43328.965
Philippines,PHL,1996,44368.727
Philippines,PHL,1997,45032.105
Philippines,PHL,1998,46618.9
Philippines,PHL,1999,49217.188
Philippines,PHL,2000,52569.07
Philippines,PHL,2001,56218.54
Philippines,PHL,2002,59690.324
Philippines,PHL,2003,61344.445
Philippines,PHL,2004,63157.906
Philippines,PHL,2005,66726.86
Philippines,PHL,2006,68885.11
Philippines,PHL,2007,70385.29
Philippines,PHL,2008,73438.37
Philippines,PHL,2009,76012.66
Philippines,PHL,2010,77602.82
Philippines,PHL,2011,78735.75
Philippines,PHL,2012,78890.92
Philippines,PHL,2013,77574.84
Philippines,PHL,2014,76301.1
Poland,POL,1990,51815.26
Poland,POL,1991,53651.992
Poland,POL,1992,52023.867
Poland,POL,1993,49810.406
Poland,POL,1994,48930.03
Poland,POL,1995,48604.305
Poland,POL,1996,46613.273
Poland,POL,1997,45175.043
Poland,POL,1998,42939.676
Poland,POL,1999,42207.074
Poland,POL,2000,39516.17
Poland,POL,2001,38157.6
Poland,POL,2002,37027.2
Poland,POL,2003,36450.652
Poland,POL,2004,36330.656
Poland,POL,2005,36157.004
Poland,POL,2006,36280.203
Poland,POL,2007,36579.41
Poland,POL,2008,36468.188
Poland,POL,2009,36349.117
Poland,POL,2010,35266.094
Poland,POL,2011,34536.305
Poland,POL,2012,33921.207
Poland,POL,2013,32393.56
Poland,POL,2014,30556.088
Portugal,PRT,1990,4584.4404
Portugal,PRT,1991,4553.3267
Portugal,PRT,1992,4409.315
Portugal,PRT,1993,4398.387
Portugal,PRT,1994,4168.567
Portugal,PRT,1995,4207.2656
Portugal,PRT,1996,4269.1533
Portugal,PRT,1997,4278.261
Portugal,PRT,1998,4306.8574
Portugal,PRT,1999,4375.2007
Portugal,PRT,2000,4332.0977
Portugal,PRT,2001,4253.4736
Portugal,PRT,2002,4199.3174
Portugal,PRT,2003,4099.755
Portugal,PRT,2004,3883.1404
Portugal,PRT,2005,3780.7883
Portugal,PRT,2006,3632.1494
Portugal,PRT,2007,3472.3765
Portugal,PRT,2008,3307.4246
Portugal,PRT,2009,3194.7607
Portugal,PRT,2010,3061.6477
Portugal,PRT,2011,2926.8022
Portugal,PRT,2012,2856.7754
Portugal,PRT,2013,2762.3655
Portugal,PRT,2014,2646.3337
Puerto Rico,PRI,1990,472.21527
Puerto Rico,PRI,1991,477.11743
Puerto Rico,PRI,1992,491.05316
Puerto Rico,PRI,1993,504.15152
Puerto Rico,PRI,1994,504.6673
Puerto Rico,PRI,1995,530.8251
Puerto Rico,PRI,1996,528.0871
Puerto Rico,PRI,1997,494.00385
Puerto Rico,PRI,1998,499.21732
Puerto Rico,PRI,1999,457.3343
Puerto Rico,PRI,2000,432.9643
Puerto Rico,PRI,2001,437.41348
Puerto Rico,PRI,2002,402.32782
Puerto Rico,PRI,2003,388.3375
Puerto Rico,PRI,2004,356.84866
Puerto Rico,PRI,2005,341.55283
Puerto Rico,PRI,2006,329.06757
Puerto Rico,PRI,2007,332.6023
Puerto Rico,PRI,2008,336.95163
Puerto Rico,PRI,2009,345.34253
Puerto Rico,PRI,2010,335.24908
Puerto Rico,PRI,2011,364.87604
Puerto Rico,PRI,2012,353.5491
Puerto Rico,PRI,2013,371.25107
Puerto Rico,PRI,2014,371.81424
Qatar,QAT,1990,175.88013
Qatar,QAT,1991,183.81064
Qatar,QAT,1992,191.85114
Qatar,QAT,1993,197.99504
Qatar,QAT,1994,193.67578
Qatar,QAT,1995,195.7509
Qatar,QAT,1996,215.25691
Qatar,QAT,1997,229.29375
Qatar,QAT,1998,236.91805
Qatar,QAT,1999,240.37672
Qatar,QAT,2000,240.04056
Qatar,QAT,2001,245.63705
Qatar,QAT,2002,261.36453
Qatar,QAT,2003,273.93228
Qatar,QAT,2004,279.31525
Qatar,QAT,2005,295.49506
Qatar,QAT,2006,317.0587
Qatar,QAT,2007,334.76263
Qatar,QAT,2008,347.73157
Qatar,QAT,2009,364.06042
Qatar,QAT,2010,375.2357
Qatar,QAT,2011,384.35413
Qatar,QAT,2012,400.53387
Qatar,QAT,2013,421.4265
Qatar,QAT,2014,440.60837
Region of the Americas (WHO),,1990,353832.47
Region of the Americas (WHO),,1991,346902.5
Region of the Americas (WHO),,1992,344630.28
Region of the Americas (WHO),,1993,345639.2
Region of the Americas (WHO),,1994,342815.6
Region of the Americas (WHO),,1995,341405.12
Region of the Americas (WHO),,1996,337999.8
Region of the Americas (WHO),,1997,333755.7
Region of the Americas (WHO),,1998,332966.38
Region of the Americas (WHO),,1999,330821.7
Region of the Americas (WHO),,2000,325479.2
Region of the Americas (WHO),,2001,322291.34
Region of the Americas (WHO),,2002,321422.47
Region of the Americas (WHO),,2003,317838.7
Region of the Americas (WHO),,2004,311276.03
Region of the Americas (WHO),,2005,308134.4
Region of the Americas (WHO),,2006,305694.8
Region of the Americas (WHO),,2007,301398.72
Region of the Americas (WHO),,2008,299489.62
Region of the Americas (WHO),,2009,299400.8
Region of the Americas (WHO),,2010,297295.1
Region of the Americas (WHO),,2011,297337.84
Region of the Americas (WHO),,2012,295610.12
Region of the Americas (WHO),,2013,295068.88
Region of the Americas (WHO),,2014,292375.2
Romania,ROU,1990,31878.29
Romania,ROU,1991,31747.924
Romania,ROU,1992,32969.33
Romania,ROU,1993,32920.043
Romania,ROU,1994,32871.523
Romania,ROU,1995,33724.023
Romania,ROU,1996,34590.76
Romania,ROU,1997,33863.754
Romania,ROU,1998,31783.03
Romania,ROU,1999,29637.49
Romania,ROU,2000,28097.2
Romania,ROU,2001,28075.463
Romania,ROU,2002,28155.168
Romania,ROU,2003,27324.986
Romania,ROU,2004,25762.672
Romania,ROU,2005,25058.484
Romania,ROU,2006,24010.564
Romania,ROU,2007,22930.328
Romania,ROU,2008,22660.41
Romania,ROU,2009,22331.277
Romania,ROU,2010,21777.65
Romania,ROU,2011,20175.73
Romania,ROU,2012,19717.39
Romania,ROU,2013,18346.28
Romania,ROU,2014,18275.799
Russia,RUS,1990,135823.22
Russia,RUS,1991,135032.6
Russia,RUS,1992,141902.08
Russia,RUS,1993,165097.4
Russia,RUS,1994,177933.28
Russia,RUS,1995,166784.02
Russia,RUS,1996,154661.8
Russia,RUS,1997,145090.03
Russia,RUS,1998,141067.42
Russia,RUS,1999,150443.27
Russia,RUS,2000,154312.17
Russia,RUS,2001,153788.28
Russia,RUS,2002,154355.14
Russia,RUS,2003,152752.67
Russia,RUS,2004,144571.06
Russia,RUS,2005,146883.83
Russia,RUS,2006,134850.48
Russia,RUS,2007,130176.29
Russia,RUS,2008,132510.5
Russia,RUS,2009,127938.8
Russia,RUS,2010,129129.91
Russia,RUS,2011,118762.21
Russia,RUS,2012,111682.66
Russia,RUS,2013,103861.01
Russia,RUS,2014,99173.875
Rwanda,RWA,1990,14255.804
Rwanda,RWA,1991,14584.848
Rwanda,RWA,1992,14038.179
Rwanda,RWA,1993,12290.867
Rwanda,RWA,1994,11381.586
Rwanda,RWA,1995,11698.768
Rwanda,RWA,1996,12382.459
Rwanda,RWA,1997,12743.468
Rwanda,RWA,1998,12672.106
Rwanda,RWA,1999,12150.21
Rwanda,RWA,2000,11685.73
Rwanda,RWA,2001,11218.192
Rwanda,RWA,2002,10983.786
Rwanda,RWA,2003,10751.63
Rwanda,RWA,2004,10775.379
Rwanda,RWA,2005,10466.099
Rwanda,RWA,2006,10032.557
Rwanda,RWA,2007,9741.704
Rwanda,RWA,2008,9469.83
Rwanda,RWA,2009,8839.979
Rwanda,RWA,2010,8791.971
Rwanda,RWA,2011,8726.057
Rwanda,RWA,2012,8838.73
Rwanda,RWA,2013,8501.75
Rwanda,RWA,2014,8639.933
Saint Kitts and Nevis,KNA,1990,22.528942
Saint Kitts and Nevis,KNA,1991,18.720293
Saint Kitts and Nevis,KNA,1992,18.028702
Saint Kitts and Nevis,KNA,1993,17.173134
Saint Kitts and Nevis,KNA,1994,17.09962
Saint Kitts and Nevis,KNA,1995,17.091936
Saint Kitts and Nevis,KNA,1996,16.39919
Saint Kitts and Nevis,KNA,1997,15.6719055
Saint Kitts and Nevis,KNA,1998,14.957727
Saint Kitts and Nevis,KNA,1999,14.212614
Saint Kitts and Nevis,KNA,2000,13.424282
Saint Kitts and Nevis,KNA,2001,12.717053
Saint Kitts and Nevis,KNA,2002,11.83156
Saint Kitts and Nevis,KNA,2003,10.912547
Saint Kitts and Nevis,KNA,2004,10.201187
Saint Kitts and Nevis,KNA,2005,9.766279
Saint Kitts and Nevis,KNA,2006,9.6516285
Saint Kitts and Nevis,KNA,2007,9.487034
Saint Kitts and Nevis,KNA,2008,8.893095
Saint Kitts and Nevis,KNA,2009,8.774918
Saint Kitts and Nevis,KNA,2010,8.7608185
Saint Kitts and Nevis,KNA,2011,8.867596
Saint Kitts and Nevis,KNA,2012,9.02354
Saint Kitts and Nevis,KNA,2013,9.2551365
Saint Kitts and Nevis,KNA,2014,9.522422
Saint Lucia,LCA,1990,86.98734
Saint Lucia,LCA,1991,85.05136
Saint Lucia,LCA,1992,83.484764
Saint Lucia,LCA,1993,81.18278
Saint Lucia,LCA,1994,78.023636
Saint Lucia,LCA,1995,76.1088
Saint Lucia,LCA,1996,73.31713
Saint Lucia,LCA,1997,70.61414
Saint Lucia,LCA,1998,68.624306
Saint Lucia,LCA,1999,67.85521
Saint Lucia,LCA,2000,66.612434
Saint Lucia,LCA,2001,67.0365
Saint Lucia,LCA,2002,66.543625
Saint Lucia,LCA,2003,65.62065
Saint Lucia,LCA,2004,64.24957
Saint Lucia,LCA,2005,62.775692
Saint Lucia,LCA,2006,61.101444
Saint Lucia,LCA,2007,58.919308
Saint Lucia,LCA,2008,58.355328
Saint Lucia,LCA,2009,57.987324
Saint Lucia,LCA,2010,57.061035
Saint Lucia,LCA,2011,57.976063
Saint Lucia,LCA,2012,60.246338
Saint Lucia,LCA,2013,65.52872
Saint Lucia,LCA,2014,69.44369
Saint Vincent and the Grenadines,VCT,1990,65.284355
Saint Vincent and the Grenadines,VCT,1991,64.71791
Saint Vincent and the Grenadines,VCT,1992,64.25106
Saint Vincent and the Grenadines,VCT,1993,63.46756
Saint Vincent and the Grenadines,VCT,1994,62.321976
Saint Vincent and the Grenadines,VCT,1995,59.364243
Saint Vincent and the Grenadines,VCT,1996,58.473473
Saint Vincent and the Grenadines,VCT,1997,57.305676
Saint Vincent and the Grenadines,VCT,1998,57.05921
Saint Vincent and the Grenadines,VCT,1999,56.041927
Saint Vincent and the Grenadines,VCT,2000,55.045002
Saint Vincent and the Grenadines,VCT,2001,52.539352
Saint Vincent and the Grenadines,VCT,2002,51.19663
Saint Vincent and the Grenadines,VCT,2003,49.738728
Saint Vincent and the Grenadines,VCT,2004,48.669308
Saint Vincent and the Grenadines,VCT,2005,47.819393
Saint Vincent and the Grenadines,VCT,2006,47.133644
Saint Vincent and the Grenadines,VCT,2007,47.14576
Saint Vincent and the Grenadines,VCT,2008,49.161602
Saint Vincent and the Grenadines,VCT,2009,50.85962
Saint Vincent and the Grenadines,VCT,2010,52.47984
Saint Vincent and the Grenadines,VCT,2011,55.11445
Saint Vincent and the Grenadines,VCT,2012,57.84809
Saint Vincent and the Grenadines,VCT,2013,60.46018
Saint Vincent and the Grenadines,VCT,2014,63.295094
Samoa,WSM,1990,158.86148
Samoa,WSM,1991,158.91847
Samoa,WSM,1992,159.4699
Samoa,WSM,1993,159.73665
Samoa,WSM,1994,160.10657
Samoa,WSM,1995,161.04987
Samoa,WSM,1996,161.86137
Samoa,WSM,1997,162.88722
Samoa,WSM,1998,163.69698
Samoa,WSM,1999,166.11142
Samoa,WSM,2000,167.91504
Samoa,WSM,2001,170.03941
Samoa,WSM,2002,172.71428
Samoa,WSM,2003,176.53488
Samoa,WSM,2004,180.00012
Samoa,WSM,2005,182.95041
Samoa,WSM,2006,185.72327
Samoa,WSM,2007,187.27931
Samoa,WSM,2008,188.66377
Samoa,WSM,2009,189.95505
Samoa,WSM,2010,191.08942
Samoa,WSM,2011,192.38425
Samoa,WSM,2012,192.86485
Samoa,WSM,2013,192.98726
Samoa,WSM,2014,192.72516
San Marino,SMR,1990,5.5378428
San Marino,SMR,1991,5.54157
San Marino,SMR,1992,5.5382323
San Marino,SMR,1993,5.5413876
San Marino,SMR,1994,5.584081
San Marino,SMR,1995,5.546809
San Marino,SMR,1996,5.513217
San Marino,SMR,1997,5.5104723
San Marino,SMR,1998,5.5115347
San Marino,SMR,1999,5.4318714
San Marino,SMR,2000,5.388519
San Marino,SMR,2001,5.3375397
San Marino,SMR,2002,5.4696994
San Marino,SMR,2003,5.5091205
San Marino,SMR,2004,5.669895
San Marino,SMR,2005,5.6210084
San Marino,SMR,2006,5.5559416
San Marino,SMR,2007,5.319797
San Marino,SMR,2008,5.1441565
San Marino,SMR,2009,4.9813538
San Marino,SMR,2010,5.0276546
San Marino,SMR,2011,5.2228765
San Marino,SMR,2012,5.5687933
San Marino,SMR,2013,5.9112835
San Marino,SMR,2014,6.2161756
Sao Tome and Principe,STP,1990,173.28346
Sao Tome and Principe,STP,1991,174.96106
Sao Tome and Principe,STP,1992,177.6885
Sao Tome and Principe,STP,1993,179.01521
Sao Tome and Principe,STP,1994,181.32353
Sao Tome and Principe,STP,1995,182.92804
Sao Tome and Principe,STP,1996,185.23277
Sao Tome and Principe,STP,1997,186.07523
Sao Tome and Principe,STP,1998,186.5632
Sao Tome and Principe,STP,1999,185.73367
Sao Tome and Principe,STP,2000,173.80482
Sao Tome and Principe,STP,2001,171.01874
Sao Tome and Principe,STP,2002,174.6272
Sao Tome and Principe,STP,2003,164.0776
Sao Tome and Principe,STP,2004,170.72751
Sao Tome and Principe,STP,2005,159.00273
Sao Tome and Principe,STP,2006,163.53891
Sao Tome and Principe,STP,2007,162.25952
Sao Tome and Principe,STP,2008,156.41397
Sao Tome and Principe,STP,2009,154.46605
Sao Tome and Principe,STP,2010,155.03802
Sao Tome and Principe,STP,2011,149.85335
Sao Tome and Principe,STP,2012,148.37823
Sao Tome and Principe,STP,2013,149.9501
Sao Tome and Principe,STP,2014,153.55547
Saudi Arabia,SAU,1990,9196.237
Saudi Arabia,SAU,1991,9337.722
Saudi Arabia,SAU,1992,9457.748
Saudi Arabia,SAU,1993,9606.42
Saudi Arabia,SAU,1994,9797.906
Saudi Arabia,SAU,1995,10048.8
Saudi Arabia,SAU,1996,10322.577
Saudi Arabia,SAU,1997,10630.421
Saudi Arabia,SAU,1998,10968.612
Saudi Arabia,SAU,1999,11345.319
Saudi Arabia,SAU,2000,11662.178
Saudi Arabia,SAU,2001,11862.465
Saudi Arabia,SAU,2002,12128.103
Saudi Arabia,SAU,2003,12484.352
Saudi Arabia,SAU,2004,12795.916
Saudi Arabia,SAU,2005,13303.225
Saudi Arabia,SAU,2006,13741.827
Saudi Arabia,SAU,2007,14169.463
Saudi Arabia,SAU,2008,14585.497
Saudi Arabia,SAU,2009,14830.8125
Saudi Arabia,SAU,2010,15099.925
Saudi Arabia,SAU,2011,15178.712
Saudi Arabia,SAU,2012,15324.614
Saudi Arabia,SAU,2013,15673.893
Saudi Arabia,SAU,2014,15988.278
Scotland,,1990,2787.9468
Scotland,,1991,2698.9626
Scotland,,1992,2618.7468
Scotland,,1993,2592.4785
Scotland,,1994,2414.9788
Scotland,,1995,2318.4243
Scotland,,1996,2217.8162
Scotland,,1997,2083.855
Scotland,,1998,1988.6361
Scotland,,1999,1916.3693
Scotland,,2000,1778.75
Scotland,,2001,1683.0114
Scotland,,2002,1649.9009
Scotland,,2003,1599.0363
Scotland,,2004,1512.0533
Scotland,,2005,1446.2438
Scotland,,2006,1402.5385
Scotland,,2007,1381.8923
Scotland,,2008,1340.9084
Scotland,,2009,1270.3942
Scotland,,2010,1222.8818
Scotland,,2011,1176.9265
Scotland,,2012,1134.8098
Scotland,,2013,1075.6251
Scotland,,2014,976.7744
Senegal,SEN,1990,11088.616
Senegal,SEN,1991,11050.564
Senegal,SEN,1992,10962.846
Senegal,SEN,1993,10937.701
Senegal,SEN,1994,10990.397
Senegal,SEN,1995,10818.775
Senegal,SEN,1996,10668.783
Senegal,SEN,1997,10555.872
Senegal,SEN,1998,10609.806
Senegal,SEN,1999,10676.569
Senegal,SEN,2000,10468.247
Senegal,SEN,2001,11875.313
Senegal,SEN,2002,11850.35
Senegal,SEN,2003,11343.321
Senegal,SEN,2004,11787.301
Senegal,SEN,2005,11827.455
Senegal,SEN,2006,11765.353
Senegal,SEN,2007,11847.699
Senegal,SEN,2008,11997.135
Senegal,SEN,2009,12267.081
Senegal,SEN,2010,11715.16
Senegal,SEN,2011,11927.505
Senegal,SEN,2012,11887.734
Senegal,SEN,2013,12084.18
Senegal,SEN,2014,12590.476
Serbia,SRB,1990,16356.962
Serbia,SRB,1991,16227.768
Serbia,SRB,1992,16675.145
Serbia,SRB,1993,17312.645
Serbia,SRB,1994,17881.387
Serbia,SRB,1995,18464.727
Serbia,SRB,1996,19105.178
Serbia,SRB,1997,19836.879
Serbia,SRB,1998,18086.527
Serbia,SRB,1999,17925.027
Serbia,SRB,2000,18135.766
Serbia,SRB,2001,17553.338
Serbia,SRB,2002,17225.22
Serbia,SRB,2003,17360.58
Serbia,SRB,2004,17385.066
Serbia,SRB,2005,17616.285
Serbia,SRB,2006,17272.1
Serbia,SRB,2007,16972.217
Serbia,SRB,2008,17004.73
Serbia,SRB,2009,16603.076
Serbia,SRB,2010,15905.338
Serbia,SRB,2011,15262.166
Serbia,SRB,2012,14773.012
Serbia,SRB,2013,14318.267
Serbia,SRB,2014,14014.651
Seychelles,SYC,1990,28.620222
Seychelles,SYC,1991,28.602507
Seychelles,SYC,1992,28.759214
Seychelles,SYC,1993,28.806389
Seychelles,SYC,1994,29.109993
Seychelles,SYC,1995,28.836813
Seychelles,SYC,1996,28.751574
Seychelles,SYC,1997,28.224533
Seychelles,SYC,1998,27.891195
Seychelles,SYC,1999,27.563055
Seychelles,SYC,2000,27.010155
Seychelles,SYC,2001,27.153828
Seychelles,SYC,2002,28.036362
Seychelles,SYC,2003,28.931538
Seychelles,SYC,2004,28.691906
Seychelles,SYC,2005,29.408201
Seychelles,SYC,2006,29.620592
Seychelles,SYC,2007,29.288853
Seychelles,SYC,2008,29.40697
Seychelles,SYC,2009,29.561752
Seychelles,SYC,2010,28.898647
Seychelles,SYC,2011,28.70313
Seychelles,SYC,2012,29.635185
Seychelles,SYC,2013,30.072647
Seychelles,SYC,2014,30.51105
Sierra Leone,SLE,1990,9775.22
Sierra Leone,SLE,1991,9548.923
Sierra Leone,SLE,1992,9434.725
Sierra Leone,SLE,1993,9381.806
Sierra Leone,SLE,1994,9325.303
Sierra Leone,SLE,1995,9324.621
Sierra Leone,SLE,1996,9286.468
Sierra Leone,SLE,1997,9273.036
Sierra Leone,SLE,1998,9339.485
Sierra Leone,SLE,1999,9532.002
Sierra Leone,SLE,2000,9842.077
Sierra Leone,SLE,2001,10065.501
Sierra Leone,SLE,2002,10251.401
Sierra Leone,SLE,2003,10326.755
Sierra Leone,SLE,2004,10518.587
Sierra Leone,SLE,2005,10612.431
Sierra Leone,SLE,2006,10624.829
Sierra Leone,SLE,2007,10544.192
Sierra Leone,SLE,2008,10293.5205
Sierra Leone,SLE,2009,10145.271
Sierra Leone,SLE,2010,10177.271
Sierra Leone,SLE,2011,10043.585
Sierra Leone,SLE,2012,9913.704
Sierra Leone,SLE,2013,9740.852
Sierra Leone,SLE,2014,9577.191
Singapore,SGP,1990,1226.1052
Singapore,SGP,1991,1158.8163
Singapore,SGP,1992,1108.7816
Singapore,SGP,1993,1074.8682
Singapore,SGP,1994,1073.5693
Singapore,SGP,1995,1073.0774
Singapore,SGP,1996,1087.76
Singapore,SGP,1997,1083.0784
Singapore,SGP,1998,1091.7051
Singapore,SGP,1999,1050.5447
Singapore,SGP,2000,1028.0225
Singapore,SGP,2001,1006.16144
Singapore,SGP,2002,986.47766
Singapore,SGP,2003,957.9479
Singapore,SGP,2004,938.3095
Singapore,SGP,2005,906.0889
Singapore,SGP,2006,894.29865
Singapore,SGP,2007,896.7858
Singapore,SGP,2008,893.6118
Singapore,SGP,2009,877.3595
Singapore,SGP,2010,882.1033
Singapore,SGP,2011,909.1668
Singapore,SGP,2012,982.3361
Singapore,SGP,2013,1057.4266
Singapore,SGP,2014,1129.7485
Slovakia,SVK,1990,6025.8413
Slovakia,SVK,1991,5930.992
Slovakia,SVK,1992,5790.3525
Slovakia,SVK,1993,5635.4854
Slovakia,SVK,1994,5454.661
Slovakia,SVK,1995,5514.0093
Slovakia,SVK,1996,5263.117
Slovakia,SVK,1997,5273.154
Slovakia,SVK,1998,5090.6763
Slovakia,SVK,1999,4883.3096
Slovakia,SVK,2000,4680.837
Slovakia,SVK,2001,4658.4834
Slovakia,SVK,2002,4611.1875
Slovakia,SVK,2003,4632.994
Slovakia,SVK,2004,4570.948
Slovakia,SVK,2005,4660.3667
Slovakia,SVK,2006,4607.4
Slovakia,SVK,2007,4638.8643
Slovakia,SVK,2008,4478.4873
Slovakia,SVK,2009,4380.1416
Slovakia,SVK,2010,4187.6836
